Elapsed time,HeightMSL,     P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,   Pc,      Lat,        Lon, VirT,PotTemp,          KeyFlags
           s,        m,   hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,  hPa,        °,          °,   °C,     °C,                  
         997,     5033,545.53, -6.3,43.22,-16.8,317.8, 16.2,        5032,    2.7,99999,40.077821,-113.017553, -6.0,   44.4,                  
         998,     5037,545.29, -6.3,43.19,-16.8,317.9, 16.2,        5036,    3.9,99999,40.077712,-113.017426, -6.0,   44.4,                  
         999,     5040,545.04, -6.3,43.13,-16.8,317.9, 16.2,        5039,    3.6,99999,40.077605,-113.017301, -6.0,   44.4,                  
        1000,     5044,544.80, -6.4,42.99,-16.9,317.9, 16.2,        5043,    3.5,99999,40.077499,-113.017177, -6.1,   44.4,                  
        1001,     5048,544.56, -6.4,42.82,-17.0,318.0, 16.2,        5046,    4.0,99999,40.077393,-113.017054, -6.1,   44.5,                  
        1002,     5051,544.32, -6.4,42.70,-17.0,318.0, 16.2,        5049,    3.1,99999,40.077287,-113.016929, -6.1,   44.5,                  
        1003,     5054,544.09, -6.5,42.64,-17.1,318.0, 16.2,        5053,    3.4,99999,40.077180,-113.016803, -6.2,   44.5,                  
        1004,     5058,543.86, -6.5,42.59,-17.1,318.0, 16.2,        5056,    3.5,99999,40.077070,-113.016677, -6.2,   44.5,                  
        1005,     5061,543.63, -6.5,42.48,-17.2,318.0, 16.2,        5059,    3.4,99999,40.076960,-113.016550, -6.2,   44.5,                  
        1006,     5064,543.41, -6.5,42.30,-17.3,318.0, 16.2,        5062,    2.6,99999,40.076849,-113.016423, -6.2,   44.5,                  
        1007,     5067,543.19, -6.6,42.20,-17.3,318.0, 16.1,        5066,    2.8,99999,40.076739,-113.016296, -6.3,   44.5,                  
        1008,     5070,542.96, -6.6,42.27,-17.3,318.0, 16.1,        5069,    3.4,99999,40.076632,-113.016168, -6.3,   44.5,                  
        1009,     5073,542.74, -6.6,42.43,-17.3,318.0, 16.1,        5072,    3.5,99999,40.076526,-113.016039, -6.3,   44.5,                  
        1010,     5077,542.51, -6.7,42.67,-17.3,318.0, 16.1,        5076,    3.2,99999,40.076421,-113.015910, -6.4,   44.5,                  
        1011,     5080,542.28, -6.7,43.00,-17.2,317.9, 16.1,        5079,    3.0,99999,40.076315,-113.015782, -6.4,   44.5,                  
        1012,     5083,542.05, -6.7,43.34,-17.1,317.9, 16.1,        5082,    3.8,99999,40.076207,-113.015655, -6.4,   44.5,                  
        1013,     5087,541.81, -6.7,43.62,-17.1,317.9, 16.1,        5085,    3.7,99999,40.076098,-113.015530, -6.4,   44.5,                  
        1014,     5090,541.58, -6.8,43.85,-17.0,317.8, 16.1,        5089,    3.3,99999,40.075987,-113.015406, -6.5,   44.5,                  
        1015,     5093,541.35, -6.8,44.04,-17.0,317.7, 16.0,        5092,    3.0,99999,40.075874,-113.015283, -6.5,   44.5,                  
        1016,     5097,541.12, -6.8,44.19,-17.0,317.7, 16.0,        5095,    3.3,99999,40.075760,-113.015159, -6.5,   44.5,                  
        1017,     5100,540.89, -6.9,44.30,-17.0,317.6, 16.0,        5099,    3.3,99999,40.075647,-113.015033, -6.6,   44.5,                  
        1018,     5103,540.66, -6.9,44.36,-17.0,317.5, 16.0,        5102,    2.7,99999,40.075535,-113.014905, -6.6,   44.5,                  
        1019,     5107,540.43, -6.9,44.38,-17.0,317.5, 15.9,        5105,    4.3,99999,40.075424,-113.014777, -6.6,   44.5,                  
        1020,     5110,540.19, -7.0,44.40,-17.1,317.4, 15.9,        5109,    3.3,99999,40.075315,-113.014648, -6.7,   44.5,                  
        1021,     5113,539.96, -7.0,44.35,-17.1,317.3, 15.9,        5112,    2.8,99999,40.075209,-113.014518, -6.7,   44.5,                  
        1022,     5117,539.72, -7.0,44.24,-17.1,317.2, 15.8,        5115,    3.8,99999,40.075105,-113.014389, -6.7,   44.5,                  
        1023,     5121,539.49, -7.0,44.17,-17.2,317.1, 15.8,        5118,    4.4,99999,40.075002,-113.014261, -6.7,   44.5,                  
        1024,     5124,539.26, -7.1,44.15,-17.2,317.0, 15.7,        5122,    2.9,99999,40.074901,-113.014133, -6.8,   44.6,                  
        1025,     5127,539.03, -7.1,44.14,-17.3,316.9, 15.7,        5125,    3.1,99999,40.074799,-113.014007, -6.8,   44.6,                  
        1026,     5130,538.80, -7.1,44.13,-17.3,316.8, 15.7,        5129,    2.9,99999,40.074698,-113.013882, -6.8,   44.6,                  
        1027,     5133,538.57, -7.1,44.17,-17.3,316.7, 15.6,        5132,    3.4,99999,40.074598,-113.013759, -6.8,   44.6,                  
        1028,     5136,538.34, -7.2,44.23,-17.3,316.6, 15.6,        5135,    2.7,99999,40.074499,-113.013638, -6.9,   44.6,                  
        1029,     5140,538.11, -7.2,44.29,-17.3,316.5, 15.5,        5138,    3.8,99999,40.074401,-113.013517, -6.9,   44.6,                  
        1030,     5143,537.87, -7.2,44.36,-17.3,316.4, 15.5,        5142,    3.3,99999,40.074303,-113.013396, -6.9,   44.6,                  
        1031,     5147,537.64, -7.2,44.41,-17.3,316.3, 15.4,        5145,    4.1,99999,40.074205,-113.013274, -6.9,   44.6,                  
        1032,     5151,537.40, -7.3,44.43,-17.3,316.2, 15.4,        5148,    3.5,99999,40.074108,-113.013149, -7.0,   44.6,                  
        1033,     5154,537.16, -7.3,44.44,-17.4,316.1, 15.3,        5152,    3.3,99999,40.074011,-113.013022, -7.0,   44.6,                  
        1034,     5158,536.93, -7.3,44.47,-17.4,316.0, 15.3,        5155,    3.7,99999,40.073913,-113.012894, -7.0,   44.6,                  
        1035,     5161,536.70, -7.3,44.51,-17.4,315.9, 15.2,        5158,    2.8,99999,40.073814,-113.012766, -7.1,   44.6,                  
        1036,     5164,536.47, -7.4,44.55,-17.4,315.8, 15.2,        5162,    3.7,99999,40.073714,-113.012638, -7.1,   44.6,                  
        1037,     5167,536.24, -7.4,44.56,-17.4,315.7, 15.2,        5165,    2.8,99999,40.073613,-113.012510, -7.1,   44.7,                  
        1038,     5171,536.02, -7.4,44.59,-17.4,315.5, 15.1,        5168,    3.4,99999,40.073512,-113.012385, -7.1,   44.7,                  
        1039,     5174,535.80, -7.4,44.66,-17.4,315.4, 15.1,        5171,    3.5,99999,40.073411,-113.012262, -7.1,   44.7,                  
        1040,     5177,535.58, -7.4,44.75,-17.4,315.3, 15.0,        5175,    2.7,99999,40.073312,-113.012141, -7.1,   44.7,                  
        1041,     5180,535.35, -7.5,44.85,-17.4,315.2, 15.0,        5178,    2.7,99999,40.073214,-113.012022, -7.2,   44.7,                  
        1042,     5184,535.13, -7.5,44.95,-17.4,315.1, 15.0,        5181,    4.0,99999,40.073119,-113.011903, -7.2,   44.8,                  
        1043,     5187,534.91, -7.5,45.07,-17.4,315.0, 14.9,        5184,    3.9,99999,40.073026,-113.011785, -7.2,   44.8,                  
        1044,     5190,534.68, -7.5,45.19,-17.4,314.9, 14.9,        5188,    2.7,99999,40.072935,-113.011666, -7.2,   44.8,                  
        1045,     5194,534.46, -7.6,45.29,-17.4,314.8, 14.9,        5191,    3.5,99999,40.072844,-113.011546, -7.3,   44.8,                  
        1046,     5196,534.24, -7.6,45.33,-17.4,314.7, 14.9,        5194,    2.3,99999,40.072752,-113.011423, -7.3,   44.8,                  
        1047,     5199,534.02, -7.6,45.36,-17.4,314.6, 14.8,        5197,    3.4,99999,40.072660,-113.011299, -7.3,   44.8,                  
        1048,     5203,533.80, -7.6,45.36,-17.4,314.5, 14.8,        5200,    3.4,99999,40.072566,-113.011173, -7.3,   44.8,                  
        1049,     5206,533.58, -7.7,45.35,-17.5,314.4, 14.8,        5204,    3.6,99999,40.072471,-113.011045, -7.4,   44.8,                  
        1050,     5209,533.37, -7.7,45.35,-17.5,314.3, 14.8,        5207,    3.0,99999,40.072377,-113.010919, -7.4,   44.8,                  
        1051,     5212,533.15, -7.7,45.39,-17.5,314.2, 14.8,        5210,    2.9,99999,40.072283,-113.010793, -7.4,   44.8,                  
        1052,     5216,532.93, -7.7,45.47,-17.5,314.2, 14.8,        5213,    3.5,99999,40.072191,-113.010669, -7.4,   44.8,                  
        1053,     5218,532.71, -7.7,45.52,-17.5,314.1, 14.8,        5216,    2.6,99999,40.072101,-113.010546, -7.4,   44.9,                  
        1054,     5222,532.50, -7.8,45.58,-17.5,314.1, 14.8,        5219,    3.4,99999,40.072012,-113.010424, -7.5,   44.9,                  
        1055,     5225,532.28, -7.8,45.67,-17.5,314.1, 14.8,        5223,    2.9,99999,40.071923,-113.010301, -7.5,   44.9,                  
        1056,     5228,532.06, -7.8,45.74,-17.5,314.0, 14.8,        5226,    3.5,99999,40.071834,-113.010178, -7.5,   44.9,                  
        1057,     5232,531.84, -7.8,45.77,-17.5,314.0, 14.8,        5229,    3.5,99999,40.071745,-113.010053, -7.5,   44.9,                  
        1058,     5235,531.61, -7.9,45.79,-17.5,314.1, 14.8,        5232,    3.4,99999,40.071657,-113.009926, -7.6,   44.9,                  
        1059,     5238,531.39, -7.9,45.79,-17.6,314.1, 14.8,        5236,    3.0,99999,40.071569,-113.009798, -7.6,   44.9,                  
        1060,     5241,531.16, -7.9,45.79,-17.6,314.1, 14.8,        5239,    2.9,99999,40.071483,-113.009669, -7.6,   44.9,                  
        1061,     5244,530.93, -7.9,45.84,-17.6,314.2, 14.8,        5242,    3.1,99999,40.071397,-113.009540, -7.7,   44.9,                  
        1062,     5248,530.70, -8.0,45.97,-17.6,314.3, 14.8,        5245,    3.9,99999,40.071310,-113.009413, -7.7,   44.9,                  
        1063,     5252,530.46, -8.0,46.14,-17.6,314.4, 14.9,        5249,    3.6,99999,40.071221,-113.009286, -7.7,   44.9,                  
        1064,     5255,530.22, -8.0,46.30,-17.6,314.5, 14.9,        5253,    3.5,99999,40.071129,-113.009160, -7.7,   44.9,                  
        1065,     5259,529.97, -8.1,46.41,-17.6,314.6, 14.9,        5256,    3.6,99999,40.071036,-113.009036, -7.8,   44.9,                  
        1066,     5262,529.73, -8.1,46.40,-17.6,314.7, 14.9,        5260,    3.8,99999,40.070940,-113.008912, -7.8,   44.9,                  
        1067,     5266,529.49, -8.1,46.30,-17.6,314.9, 15.0,        5264,    3.7,99999,40.070842,-113.008790, -7.8,   45.0,                  
        1068,     5270,529.25, -8.1,46.25,-17.7,315.0, 15.0,        5267,    3.7,99999,40.070742,-113.008669, -7.8,   45.0,                  
        1069,     5273,529.01, -8.2,46.22,-17.7,315.2, 15.0,        5271,    2.7,99999,40.070641,-113.008549, -7.9,   45.0,                  
        1070,     5276,528.77, -8.2,46.20,-17.7,315.4, 15.1,        5274,    3.7,99999,40.070541,-113.008428, -7.9,   45.0,                  
        1071,     5280,528.53, -8.2,46.20,-17.8,315.6, 15.1,        5278,    4.0,99999,40.070443,-113.008305, -7.9,   45.0,                  
        1072,     5283,528.29, -8.3,46.17,-17.8,315.8, 15.1,        5281,    3.0,99999,40.070347,-113.008181, -8.0,   45.0,                  
        1073,     5287,528.05, -8.3,46.12,-17.8,316.0, 15.2,        5285,    3.4,99999,40.070254,-113.008055, -8.0,   45.0,                  
        1074,     5290,527.81, -8.3,46.09,-17.9,316.2, 15.2,        5289,    3.3,99999,40.070162,-113.007928, -8.0,   45.0,                  
        1075,     5295,527.57, -8.3,46.00,-17.9,316.4, 15.2,        5292,    4.6,99999,40.070069,-113.007802, -8.1,   45.0,                  
        1076,     5298,527.33, -8.4,45.73,-18.0,316.6, 15.3,        5296,    3.3,99999,40.069974,-113.007678, -8.1,   45.0,                  
        1077,     5301,527.09, -8.4,45.44,-18.1,316.8, 15.3,        5299,    3.4,99999,40.069875,-113.007555, -8.1,   45.1,                  
        1078,     5305,526.85, -8.4,45.34,-18.1,317.1, 15.4,        5303,    3.4,99999,40.069772,-113.007432, -8.1,   45.1,                  
        1079,     5308,526.62, -8.4,45.29,-18.2,317.3, 15.4,        5306,    3.8,99999,40.069665,-113.007307, -8.1,   45.1,                  
        1080,     5312,526.39, -8.4,45.19,-18.2,317.5, 15.4,        5310,    3.1,99999,40.069556,-113.007180, -8.2,   45.1,                  
        1081,     5315,526.15, -8.5,45.15,-18.3,317.8, 15.5,        5313,    3.2,99999,40.069446,-113.007052, -8.2,   45.1,                  
        1082,     5318,525.92, -8.5,45.11,-18.3,318.0, 15.5,        5316,    3.6,99999,40.069337,-113.006926, -8.2,   45.1,                  
        1083,     5322,525.68, -8.5,45.02,-18.3,318.3, 15.5,        5320,    3.6,99999,40.069229,-113.006802, -8.2,   45.1,                  
        1084,     5325,525.44, -8.5,44.97,-18.4,318.5, 15.5,        5324,    3.1,99999,40.069123,-113.006680, -8.3,   45.1,                  
        1085,     5329,525.20, -8.6,45.00,-18.4,318.7, 15.6,        5327,    4.0,99999,40.069020,-113.006562, -8.3,   45.1,                  
        1086,     5332,524.95, -8.6,45.00,-18.4,319.0, 15.6,        5331,    3.5,99999,40.068917,-113.006446, -8.3,   45.1,                  
        1087,     5336,524.70, -8.6,44.95,-18.5,319.2, 15.6,        5335,    3.8,99999,40.068815,-113.006331, -8.4,   45.2,                  
        1088,     5340,524.44, -8.7,44.96,-18.5,319.5, 15.6,        5338,    3.9,99999,40.068713,-113.006215, -8.4,   45.2,                  
        1089,     5344,524.18, -8.7,44.96,-18.5,319.7, 15.7,        5342,    3.8,99999,40.068608,-113.006098, -8.4,   45.2,                  
        1090,     5347,523.91, -8.7,44.86,-18.6,320.0, 15.7,        5346,    3.5,99999,40.068501,-113.005979, -8.5,   45.2,                  
        1091,     5352,523.64, -8.8,44.72,-18.6,320.2, 15.7,        5350,    4.7,99999,40.068393,-113.005857, -8.5,   45.2,                  
        1092,     5356,523.37, -8.8,44.63,-18.7,320.5, 15.7,        5354,    4.1,99999,40.068283,-113.005734, -8.5,   45.2,                  
        1093,     5360,523.10, -8.8,44.57,-18.7,320.7, 15.8,        5359,    4.1,99999,40.068171,-113.005610, -8.5,   45.2,                  
        1094,     5364,522.83, -8.9,44.57,-18.8,321.0, 15.8,        5363,    4.0,99999,40.068058,-113.005487, -8.6,   45.2,                  
        1095,     5368,522.56, -8.9,44.54,-18.8,321.2, 15.8,        5366,    3.6,99999,40.067944,-113.005367, -8.6,   45.2,                  
        1096,     5372,522.30, -8.9,44.42,-18.9,321.4, 15.8,        5370,    4.4,99999,40.067830,-113.005250, -8.6,   45.2,                  
        1097,     5377,522.03, -8.9,44.28,-18.9,321.6, 15.8,        5374,    4.3,99999,40.067715,-113.005135, -8.7,   45.3,                  
        1098,     5380,521.78, -9.0,44.12,-19.0,321.8, 15.8,        5378,    3.4,99999,40.067599,-113.005021, -8.7,   45.3,                  
        1099,     5384,521.53, -9.0,44.00,-19.0,322.0, 15.9,        5382,    3.9,99999,40.067485,-113.004909, -8.7,   45.3,                  
        1100,     5388,521.28, -9.0,44.17,-19.0,322.2, 15.9,        5386,    3.7,99999,40.067372,-113.004798, -8.8,   45.3,                  
        1101,     5390,521.03, -9.1,44.36,-19.0,322.4, 15.9,        5389,    2.8,99999,40.067261,-113.004688, -8.8,   45.3,                  
        1102,     5395,520.79, -9.1,44.42,-19.0,322.6, 15.9,        5393,    4.7,99999,40.067151,-113.004579, -8.8,   45.3,                  
        1103,     5398,520.55, -9.1,44.43,-19.1,322.7, 15.9,        5396,    2.7,99999,40.067041,-113.004472, -8.9,   45.3,                  
        1104,     5402,520.31, -9.2,44.42,-19.1,322.9, 15.9,        5400,    3.9,99999,40.066928,-113.004366, -8.9,   45.3,                  
        1105,     5405,520.08, -9.2,44.27,-19.2,323.0, 16.0,        5404,    3.5,99999,40.066811,-113.004262, -8.9,   45.3,                  
        1106,     5408,519.84, -9.2,44.19,-19.2,323.1, 16.0,        5407,    2.9,99999,40.066691,-113.004158, -8.9,   45.3,                  
        1107,     5412,519.61, -9.2,44.34,-19.2,323.2, 16.0,        5411,    4.4,99999,40.066568,-113.004052, -9.0,   45.3,                  
        1108,     5415,519.38, -9.3,44.55,-19.2,323.3, 16.0,        5414,    3.0,99999,40.066446,-113.003943, -9.0,   45.3,                  
        1109,     5419,519.15, -9.3,44.68,-19.2,323.4, 16.0,        5418,    3.5,99999,40.066326,-113.003832, -9.1,   45.3,                  
        1110,     5423,518.91, -9.3,44.75,-19.2,323.5, 16.0,        5421,    3.6,99999,40.066208,-113.003718, -9.1,   45.3,                  
        1111,     5425,518.67, -9.4,44.80,-19.2,323.6, 16.1,        5425,    2.3,99999,40.066092,-113.003603, -9.1,   45.3,                  
        1112,     5429,518.43, -9.4,44.84,-19.2,323.7, 16.1,        5428,    3.9,99999,40.065978,-113.003487, -9.1,   45.3,                  
        1113,     5433,518.18, -9.4,44.89,-19.2,323.7, 16.1,        5432,    4.1,99999,40.065866,-113.003371, -9.2,   45.3,                  
        1114,     5436,517.93, -9.5,45.03,-19.2,323.8, 16.1,        5436,    3.1,99999,40.065753,-113.003255, -9.2,   45.3,                  
        1115,     5441,517.67, -9.5,45.15,-19.2,323.8, 16.1,        5440,    4.7,99999,40.065640,-113.003141, -9.3,   45.3,                  
        1116,     5445,517.40, -9.6,45.14,-19.3,323.9, 16.1,        5443,    4.2,99999,40.065525,-113.003029, -9.3,   45.3,                  
